Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
11/4/19,42.3,42.3,41.6,41.8,44,51621,2166138.5
11/1/19,42,42.4,41.9,42.2,188,566772,23847621.5
10/31/19,41,43,40.9,41.7,270,1056215,43613914
10/30/19,40.1,40.1,39.8,40,25,62746,2509236.3
10/29/19,40.7,40.7,40.1,40.1,24,38000,1537170
10/28/19,39.8,41,39.8,40.6,122,641138,25807396.6
10/25/19,40,40,39.7,39.8,55,230143,9188662.1
10/24/19,39.4,40,39.2,39.8,77,310411,12204974.8
10/23/19,39.2,39.3,39,39.1,31,77875,3039024
10/22/19,39.1,39.4,39,39.2,95,394187,15425862.5
10/21/19,38,39.1,38,38.8,43,51873,2014250.8
10/18/19,38,38.4,38,38,29,34591,1316213
10/17/19,38,38,37.8,38,14,11033,418389.7
10/16/19,37.9,38.1,37.9,38,44,236874,9001186
10/15/19,37.5,38.1,37.4,37.9,15,10166,380386
10/14/19,37.4,38,37.4,38,46,600440,22734801.2
10/11/19,36.9,37.2,36.8,37,28,608788,22525539.6
10/10/19,37.5,37.5,37,37,17,16803,622786.9
10/9/19,36.6,37.7,36.6,37.3,28,37486,1394836.8
10/8/19,36,36.5,35.7,36.5,24,175892,6419174.5
10/7/19,36.1,36.1,36.1,36.1,4,19230,694203
10/4/19,35.8,36.1,35.6,35.7,11,7000,249871
10/3/19,35.9,36.1,35.6,36,18,24880,895100.1
10/2/19,35.7,35.7,35.7,35.7,1,100,3570
10/1/19,35.6,36,35.5,35.6,25,189602,6824961.2
9/30/19,35.5,35.8,35.5,35.5,19,6945,246911.3
9/27/19,35.7,35.8,35.5,35.6,5,6072,216266
9/26/19,35.5,35.8,35.5,35.6,3,5500,195550
9/25/19,35.7,35.8,35.7,35.7,8,2700,96400
9/24/19,35.3,36,35,35.5,37,647437,22767923.9
9/23/19,35.5,35.5,35.1,35.3,19,15340,542984
9/20/19,36,36,35.5,35.5,65,1261174,44809938.4
9/19/19,36.5,36.5,35.8,36,22,47990,1727757.5
9/18/19,36.9,36.9,36.4,36.4,17,14641,534248.5
9/17/19,36.5,36.8,36.4,36.5,29,111991,4087677
9/16/19,37,37,36.5,36.7,18,4169,152355.5
9/12/19,37,37.3,37,37,24,107745,3986618.3
9/11/19,37,37.4,37,37.3,4,4050,151050
9/10/19,37.5,37.5,37,37,20,98023,3638668.4
9/10/19,37.5,37.5,37,37,20,98023,3638668.4
9/9/19,37.3,37.5,37,37.4,12,21589,800750.6
9/6/19,37,37.2,37,37,11,25403,940029.3
9/5/19,37.5,37.6,37.1,37.2,27,89697,3358667.7
9/4/19,37.1,37.7,37.1,37.5,30,42351,1587912.7
9/3/19,36.4,37.1,36.4,37.1,32,58569,2165195.7
9/2/19,36.7,37,36.5,37,26,142204,5249287.3
8/30/19,37.1,37.1,36.7,36.7,32,12953,477539.3
8/29/19,37.2,37.2,37.2,37.2,19,1019833,38237787.6
8/28/19,37,37.5,36.9,37.2,41,1130245,42347093.5
8/27/19,37.5,37.5,37,37,12,9716,359686.5
8/26/19,37,37.3,37,37,51,225102,8345484.2
8/23/19,36.9,37,36.7,37,31,9362,345588.6
8/22/19,37.1,37.1,36.8,36.8,41,120454,4455245.9
8/21/19,37.2,37.5,37,37,79,215502,8002789.8
8/20/19,37.5,37.5,36.7,37.1,59,179198,6642393.9
8/19/19,38,38,37.7,37.9,44,183018,6938283.2
8/16/19,38,38,37.8,37.9,28,127984,4855117
8/15/19,37.5,38.5,37.5,38,16,36221,1378247.7
8/13/19,38.2,38.3,37.9,38,26,78476,2982257.5
8/9/19,37.5,38,37.4,38,42,146361,5551462.4
8/8/19,37.3,37.5,37.3,37.5,12,28604,1072574.1
8/7/19,37.9,37.9,37.4,37.5,15,7582,284319.3
8/6/19,37.9,37.9,37.5,37.7,26,28779,1083102.7
8/5/19,37.9,38,37.5,37.9,61,278538,10560369.5
8/2/19,37.3,37.8,37.3,37.8,52,25204,944357.3
8/1/19,38.8,38.8,37.5,37.8,104,214625,8184784.8
7/31/19,37.3,38,37.3,37.8,17,14853,561128.4
7/30/19,38.8,38.8,37.8,37.8,63,72290,2753634.4
7/29/19,38.2,39,38.2,38.9,53,45826,1764232.2
7/26/19,37.8,38.2,37.8,38,88,551569,20966239.5
7/25/19,37.3,37.8,37.3,37.6,46,372067,13948083.4
7/24/19,37.5,37.7,37.2,37.3,42,500135,18748416.5
7/23/19,37.5,37.6,37.3,37.5,29,146766,5503840
7/22/19,37.4,37.6,37.3,37.5,77,443499,16630708.3
7/19/19,37,37.8,37,37.8,89,586293,21982170.2
7/18/19,37.3,37.8,37,37.5,128,1676333,62858719.2
7/17/19,36,37.4,35.8,37,148,1548740,57209766.5
7/15/19,35.6,35.9,35,35.5,45,69624,2471140.3
7/12/19,35.3,36,35.3,36,44,269946,9585742.3
7/11/19,33.6,35.7,33.6,35.1,75,133800,4680377.5
7/10/19,34,34.5,34,34,28,54927,1868301
7/9/19,33.5,34,33,34,31,22114,743721.6
7/5/19,34,34,33,33,21,6411,212990.2
7/4/19,32.4,33.9,32.4,33.5,14,76241,2515869.6
7/3/19,33.2,33.2,32.3,32.4,5,850,27689
7/2/19,32.1,33,32.1,32.5,15,63136,2050974.1
7/1/19,32.2,32.2,32,32.1,20,4977,159713
6/28/19,33.3,33.3,32.5,32.5,10,10056,327117.9
6/27/19,33.4,33.4,33.4,32.4,1,25,835
6/26/19,33.3,33.3,32.4,32.4,9,39161,1284748.2
6/25/19,33,33.4,33,33,20,101067,3335226.2
6/24/19,33.4,33.4,33,33.1,17,2245,74876
6/21/19,33.5,33.5,33.5,33.5,28,35749,1197591.5
6/20/19,33.5,33.6,33.5,33.5,51,104073,3486456.6
6/19/19,33.7,33.8,33.6,33.6,28,87542,2949967.9
6/18/19,33.9,33.9,33.6,33.9,11,12070,408713
6/17/19,33,34,33,34,82,257285,8677684.1
6/14/19,32.5,33.7,32.5,33.3,36,131718,4345482.2
6/13/19,32,32.5,32,32.5,37,106498,3448431.5
6/12/19,31.1,32.1,31.1,32,37,163826,5160319.6
6/11/19,31.1,31.2,31,31,25,27034,838814.1
6/10/19,31.1,31.1,30.5,31,22,33251,1018433.1
6/7/19,31,31.2,31,31,15,32018,992679.3
6/6/19,31,31,30.9,31,7,105720,3277310
6/4/19,30.6,31.1,30.6,31,4,53818,1668356
6/3/19,31,31,30.6,31,20,94863,2940705
